geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0045792	negative regulation of cell size	http://amigo.geneontology.org/amigo/term/GO:0045792	10	2	0.03480139205568223	57.46896551724137	5.261294096037261e-4	0.01070249050632612	5728;7248	PTEN;TSC1
GO:0060768	regulation of epithelial cell proliferation involved in prostate gland development	http://amigo.geneontology.org/amigo/term/GO:0060768	10	2	0.03480139205568223	57.46896551724137	5.261294096037261e-4	0.01070249050632612	1027;6794	CDKN1B;STK11
GO:0072203	cell proliferation involved in metanephros development	http://amigo.geneontology.org/amigo/term/GO:0072203	10	2	0.03480139205568223	57.46896551724137	5.261294096037261e-4	0.01070249050632612	5727;7490	PTCH1;WT1
GO:0048304	positive regulation of isotype switching to IgG isotypes	http://amigo.geneontology.org/amigo/term/GO:0048304	10	2	0.03480139205568223	57.46896551724137	5.261294096037261e-4	0.01070249050632612	4292;4436	MLH1;MSH2
GO:1901838	positive regulation of transcription of nucleolar large rRNA by RNA polymerase I	http://amigo.geneontology.org/amigo/term/GO:1901838	10	2	0.03480139205568223	57.46896551724137	5.261294096037261e-4	0.01070249050632612	6597;6598	SMARCA4;SMARCB1
GO:0006285	base-excision repair, AP site formation	http://amigo.geneontology.org/amigo/term/GO:0006285	10	2	0.03480139205568223	57.46896551724137	5.261294096037261e-4	0.01070249050632612	4595;4913	MUTYH;NTHL1
GO:0009749	response to glucose	http://amigo.geneontology.org/amigo/term/GO:0009749	192	5	0.6681867274690988	7.482938218390804	5.381053322669471e-4	0.010861007992423687	1027;4221;5728;6597;6598	CDKN1B;MEN1;PTEN;SMARCA4;SMARCB1
GO:0021761	limbic system development	http://amigo.geneontology.org/amigo/term/GO:0021761	108	4	0.37585503420136807	10.642401021711366	5.406163018898402e-4	0.010861007992423687	4763;4771;5728;7248	NF1;NF2;PTEN;TSC1
GO:0090342	regulation of cell aging	http://amigo.geneontology.org/amigo/term/GO:0090342	46	3	0.16008640345613825	18.739880059970012	5.45978359276611e-4	0.010861007992423687	657;1029;5728	BMPR1A;CDKN2A;PTEN
GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	http://amigo.geneontology.org/amigo/term/GO:0002204	46	3	0.16008640345613825	18.739880059970012	5.45978359276611e-4	0.010861007992423687	2956;4292;4436	MLH1;MSH2;MSH6
GO:0002208	somatic diversification of immunoglobulins involved in immune response	http://amigo.geneontology.org/amigo/term/GO:0002208	46	3	0.16008640345613825	18.739880059970012	5.45978359276611e-4	0.010861007992423687	2956;4292;4436	MLH1;MSH2;MSH6
GO:0045190	isotype switching	http://amigo.geneontology.org/amigo/term/GO:0045190	46	3	0.16008640345613825	18.739880059970012	5.45978359276611e-4	0.010861007992423687	2956;4292;4436	MLH1;MSH2;MSH6
GO:0007140	male meiotic nuclear division	http://amigo.geneontology.org/amigo/term/GO:0007140	46	3	0.16008640345613825	18.739880059970012	5.45978359276611e-4	0.010861007992423687	675;4292;5889	BRCA2;MLH1;RAD51C
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0017015	109	4	0.3793351734069363	10.54476431509016	5.597656293190312e-4	0.011100258045552864	4089;4221;6794;201163	FLCN;MEN1;SMAD4;STK11
GO:0006473	protein acetylation	http://amigo.geneontology.org/amigo/term/GO:0006473	194	5	0.6751470058802352	7.405794525417703	5.640453715214377e-4	0.011150063049574253	672;675;4089;6598;201163	BRCA1;BRCA2;FLCN;SMAD4;SMARCB1
GO:0051961	negative regulation of nervous system development	http://amigo.geneontology.org/amigo/term/GO:0051961	297	6	1.0336013440537621	5.8049460118425635	5.660489417060877e-4	0.011154701957495591	657;4763;5728;7248;23405;51684	BMPR1A;DICER1;NF1;PTEN;SUFU;TSC1
GO:0045667	regulation of osteoblast differentiation	http://amigo.geneontology.org/amigo/term/GO:0045667	110	4	0.3828153126125045	10.448902821316613	5.793926964839935e-4	0.011346740198844917	657;4221;5727;51684	BMPR1A;MEN1;PTCH1;SUFU
GO:0034968	histone lysine methylation	http://amigo.geneontology.org/amigo/term/GO:0034968	110	4	0.3828153126125045	10.448902821316613	5.793926964839935e-4	0.011346740198844917	672;4089;4221;6598	BRCA1;MEN1;SMAD4;SMARCB1
GO:0120163	negative regulation of cold-induced thermogenesis	http://amigo.geneontology.org/amigo/term/GO:0120163	47	3	0.16356654266170648	18.341159207630227	5.817678666217851e-4	0.011357981940919434	5925;6794;201163	FLCN;RB1;STK11
GO:0009161	ribonucleoside monophosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009161	299	6	1.0405616224648986	5.766116941529235	5.863681885356353e-4	0.011412462336128753	4436;6389;6391;6392;54949;201163	FLCN;MSH2;SDHA;SDHAF2;SDHC;SDHD
GO:0055007	cardiac muscle cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0055007	111	4	0.38629545181807273	10.354768561665113	5.99504243620097e-4	0.011596545276896724	4089;5156;7248;7490	SMAD4;TSC1;WT1;PDGFRA
GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	http://amigo.geneontology.org/amigo/term/GO:1903844	111	4	0.38629545181807273	10.354768561665113	5.99504243620097e-4	0.011596545276896724	4089;4221;6794;201163	FLCN;MEN1;SMAD4;STK11
GO:1902905	positive regulation of supramolecular fiber organization	http://amigo.geneontology.org/amigo/term/GO:1902905	197	5	0.6855874234969399	7.293015928583931	6.047057511697762e-4	0.011625836789257955	1027;4233;4771;5925;7248	CDKN1B;MET;NF2;RB1;TSC1
GO:0009746	response to hexose	http://amigo.geneontology.org/amigo/term/GO:0009746	197	5	0.6855874234969399	7.293015928583931	6.047057511697762e-4	0.011625836789257955	1027;4221;5728;6597;6598	CDKN1B;MEN1;PTEN;SMARCA4;SMARCB1
GO:0010508	positive regulation of autophagy	http://amigo.geneontology.org/amigo/term/GO:0010508	112	4	0.38977559102364095	10.26231527093596	6.201070216560467e-4	0.01183037174761576	6794;7248;7249;201163	FLCN;STK11;TSC1;TSC2
GO:0048568	embryonic organ development	http://amigo.geneontology.org/amigo/term/GO:0048568	423	7	1.4720988839553582	4.7551153501263554	6.356926286681386e-4	0.01183037174761576	657;3815;5156;5426;5727;51684;79728	BMPR1A;KIT;PALB2;POLE;PTCH1;SUFU;PDGFRA
GO:0010506	regulation of autophagy	http://amigo.geneontology.org/amigo/term/GO:0010506	304	6	1.0579623184927398	5.6712794918330305	6.396559634702648e-4	0.01183037174761576	472;4233;6794;7248;7249;201163	ATM;FLCN;MET;STK11;TSC1;TSC2
GO:0030111	regulation of Wnt signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0030111	304	6	1.0579623184927398	5.6712794918330305	6.396559634702648e-4	0.01183037174761576	324;6597;6794;7249;54949;79577	APC;CDC73;SDHAF2;SMARCA4;STK11;TSC2
GO:0009141	nucleoside triphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009141	304	6	1.0579623184927398	5.6712794918330305	6.396559634702648e-4	0.01183037174761576	4436;6389;6391;6392;54949;201163	FLCN;MSH2;SDHA;SDHAF2;SDHC;SDHD
GO:0001704	formation of primary germ layer	http://amigo.geneontology.org/amigo/term/GO:0001704	113	4	0.3932557302292092	10.171498321635642	6.412077915635139e-4	0.01183037174761576	657;2132;4771;79577	BMPR1A;CDC73;EXT2;NF2
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	http://amigo.geneontology.org/amigo/term/GO:0014066	113	4	0.3932557302292092	10.171498321635642	6.412077915635139e-4	0.01183037174761576	3815;5156;5728;7249	KIT;PTEN;TSC2;PDGFRA
GO:0046822	regulation of nucleocytoplasmic transport	http://amigo.geneontology.org/amigo/term/GO:0046822	113	4	0.3932557302292092	10.171498321635642	6.412077915635139e-4	0.01183037174761576	999;4763;7157;51684	CDH1;NF1;SUFU;TP53
GO:0060767	epithelial cell proliferation involved in prostate gland development	http://amigo.geneontology.org/amigo/term/GO:0060767	11	2	0.03828153126125045	52.24451410658307	6.416091242760213e-4	0.01183037174761576	1027;6794	CDKN1B;STK11
GO:0045793	positive regulation of cell size	http://amigo.geneontology.org/amigo/term/GO:0045793	11	2	0.03828153126125045	52.24451410658307	6.416091242760213e-4	0.01183037174761576	1019;5979	CDK4;RET
GO:1902969	mitotic DNA replication	http://amigo.geneontology.org/amigo/term/GO:1902969	11	2	0.03828153126125045	52.24451410658307	6.416091242760213e-4	0.01183037174761576	675;11200	BRCA2;CHEK2
GO:0051573	negative regulation of histone H3-K9 methylation	http://amigo.geneontology.org/amigo/term/GO:0051573	11	2	0.03828153126125045	52.24451410658307	6.416091242760213e-4	0.01183037174761576	672;6598	BRCA1;SMARCB1
GO:0001833	inner cell mass cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0001833	11	2	0.03828153126125045	52.24451410658307	6.416091242760213e-4	0.01183037174761576	675;79728	BRCA2;PALB2
GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	http://amigo.geneontology.org/amigo/term/GO:2001241	11	2	0.03828153126125045	52.24451410658307	6.416091242760213e-4	0.01183037174761576	4763;5979	NF1;RET
GO:0046580	negative regulation of Ras protein signal transduction	http://amigo.geneontology.org/amigo/term/GO:0046580	49	3	0.17052682107284292	17.592540464461646	6.577719321581021e-4	0.011988178624823676	4233;4763;201163	FLCN;MET;NF1
GO:1904705	regulation of vascular smooth muscle cell proliferation	http://amigo.geneontology.org/amigo/term/GO:1904705	49	3	0.17052682107284292	17.592540464461646	6.577719321581021e-4	0.011988178624823676	657;1027;5728	BMPR1A;CDKN1B;PTEN
GO:1990874	vascular smooth muscle cell proliferation	http://amigo.geneontology.org/amigo/term/GO:1990874	49	3	0.17052682107284292	17.592540464461646	6.577719321581021e-4	0.011988178624823676	657;1027;5728	BMPR1A;CDKN1B;PTEN
GO:0016447	somatic recombination of immunoglobulin gene segments	http://amigo.geneontology.org/amigo/term/GO:0016447	49	3	0.17052682107284292	17.592540464461646	6.577719321581021e-4	0.011988178624823676	2956;4292;4436	MLH1;MSH2;MSH6
GO:0050864	regulation of B cell activation	http://amigo.geneontology.org/amigo/term/GO:0050864	114	4	0.3967358694347774	10.08227465214761	6.628133237139844e-4	0.01204524731798382	472;2956;4292;4436	ATM;MLH1;MSH2;MSH6
GO:0034284	response to monosaccharide	http://amigo.geneontology.org/amigo/term/GO:0034284	202	5	0.702988119524781	7.112495732331854	6.773195047820035e-4	0.012273496543549754	1027;4221;5728;6597;6598	CDKN1B;MEN1;PTEN;SMARCA4;SMARCB1
GO:0001649	osteoblast differentiation	http://amigo.geneontology.org/amigo/term/GO:0001649	203	5	0.7064682587303492	7.077458807542041	6.925936465549398e-4	0.01251431385437092	657;4221;4763;5727;51684	BMPR1A;MEN1;NF1;PTCH1;SUFU
GO:0003179	heart valve morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003179	50	3	0.17400696027841114	17.240689655172414	6.980346820999461e-4	0.012540759844222964	657;4089;5925	BMPR1A;RB1;SMAD4
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	http://amigo.geneontology.org/amigo/term/GO:2001238	50	3	0.17400696027841114	17.240689655172414	6.980346820999461e-4	0.012540759844222964	4763;5728;5979	NF1;PTEN;RET
GO:0007389	pattern specification process	http://amigo.geneontology.org/amigo/term/GO:0007389	433	7	1.5069002760110404	4.645297443656925	7.29644938235352e-4	0.013053711630150884	324;657;4089;5727;7490;51684;79728	APC;BMPR1A;PALB2;PTCH1;SMAD4;SUFU;WT1
GO:0042552	myelination	http://amigo.geneontology.org/amigo/term/GO:0042552	117	4	0.40717628705148207	9.82375478927203	7.307263249989315e-4	0.013053711630150884	4763;5728;7248;23405	DICER1;NF1;PTEN;TSC1
GO:0051972	regulation of telomerase activity	http://amigo.geneontology.org/amigo/term/GO:0051972	51	3	0.17748709948397937	16.9026369168357	7.398362213911769e-4	0.013070699939753837	472;4221;7157	ATM;MEN1;TP53
GO:0030071	regulation of mitotic metaphase/anaphase transition	http://amigo.geneontology.org/amigo/term/GO:0030071	51	3	0.17748709948397937	16.9026369168357	7.398362213911769e-4	0.013070699939753837	324;472;5925	APC;ATM;RB1
GO:0006301	postreplication repair	http://amigo.geneontology.org/amigo/term/GO:0006301	51	3	0.17748709948397937	16.9026369168357	7.398362213911769e-4	0.013070699939753837	672;4436;5424	BRCA1;MSH2;POLD1
GO:0048762	mesenchymal cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0048762	206	5	0.7169086763470539	6.974389019082691	7.399682649051886e-4	0.013070699939753837	657;4089;5728;5979;54949	BMPR1A;PTEN;RET;SDHAF2;SMAD4
GO:0048638	regulation of developmental growth	http://amigo.geneontology.org/amigo/term/GO:0048638	314	6	1.092763710548422	5.490665495277838	7.574827472156542e-4	0.013305532601509514	657;1019;1027;5727;5728;7490	BMPR1A;CDK4;CDKN1B;PTCH1;PTEN;WT1
GO:0040013	negative regulation of locomotion	http://amigo.geneontology.org/amigo/term/GO:0040013	314	6	1.092763710548422	5.490665495277838	7.574827472156542e-4	0.013305532601509514	657;999;4763;4771;5728;201163	BMPR1A;CDH1;FLCN;NF1;NF2;PTEN
GO:0060391	positive regulation of SMAD protein signal transduction	http://amigo.geneontology.org/amigo/term/GO:0060391	12	2	0.041761670466818675	47.89080459770115	7.68209698411626e-4	0.013345262694720975	657;4089	BMPR1A;SMAD4
GO:0072520	seminiferous tubule development	http://amigo.geneontology.org/amigo/term/GO:0072520	12	2	0.041761670466818675	47.89080459770115	7.68209698411626e-4	0.013345262694720975	4089;83990	BRIP1;SMAD4
GO:0051974	negative regulation of telomerase activity	http://amigo.geneontology.org/amigo/term/GO:0051974	12	2	0.041761670466818675	47.89080459770115	7.68209698411626e-4	0.013345262694720975	4221;7157	MEN1;TP53
GO:0048853	forebrain morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0048853	12	2	0.041761670466818675	47.89080459770115	7.68209698411626e-4	0.013345262694720975	4763;5728	NF1;PTEN
GO:0007272	ensheathment of neurons	http://amigo.geneontology.org/amigo/term/GO:0007272	119	4	0.4141365654626185	9.658649666763257	7.78649959365274e-4	0.013348266812829187	4763;5728;7248;23405	DICER1;NF1;PTEN;TSC1
GO:0008366	axon ensheathment	http://amigo.geneontology.org/amigo/term/GO:0008366	119	4	0.4141365654626185	9.658649666763257	7.78649959365274e-4	0.013348266812829187	4763;5728;7248;23405	DICER1;NF1;PTEN;TSC1
GO:2000242	negative regulation of reproductive process	http://amigo.geneontology.org/amigo/term/GO:2000242	52	3	0.1809672386895476	16.57758620689655	7.831999240004439e-4	0.013348266812829187	1027;6794;7490	CDKN1B;STK11;WT1
GO:0033260	nuclear DNA replication	http://amigo.geneontology.org/amigo/term/GO:0033260	52	3	0.1809672386895476	16.57758620689655	7.831999240004439e-4	0.013348266812829187	675;5424;11200	BRCA2;POLD1;CHEK2
GO:0090329	regulation of DNA-dependent DNA replication	http://amigo.geneontology.org/amigo/term/GO:0090329	52	3	0.1809672386895476	16.57758620689655	7.831999240004439e-4	0.013348266812829187	675;2956;11200	BRCA2;MSH6;CHEK2
GO:0002712	regulation of B cell mediated immunity	http://amigo.geneontology.org/amigo/term/GO:0002712	52	3	0.1809672386895476	16.57758620689655	7.831999240004439e-4	0.013348266812829187	2956;4292;4436	MLH1;MSH2;MSH6
GO:0002889	regulation of immunoglobulin mediated immune response	http://amigo.geneontology.org/amigo/term/GO:0002889	52	3	0.1809672386895476	16.57758620689655	7.831999240004439e-4	0.013348266812829187	2956;4292;4436	MLH1;MSH2;MSH6
GO:0032869	cellular response to insulin stimulus	http://amigo.geneontology.org/amigo/term/GO:0032869	209	5	0.7273490939637586	6.874278171918825	7.89729455936028e-4	0.013423272100087851	324;1019;5728;7248;7249	APC;CDK4;PTEN;TSC1;TSC2
GO:0010721	negative regulation of cell development	http://amigo.geneontology.org/amigo/term/GO:0010721	319	6	1.110164406576263	5.404604907577559	8.223719601140322e-4	0.013940531130320129	657;4089;4763;5728;7248;23405	BMPR1A;DICER1;NF1;PTEN;SMAD4;TSC1
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	http://amigo.geneontology.org/amigo/term/GO:1902099	53	3	0.1844473778951158	16.26480156148341	8.281488787111879e-4	0.014000822598264748	324;472;5925	APC;ATM;RB1
GO:0071214	cellular response to abiotic stimulus	http://amigo.geneontology.org/amigo/term/GO:0071214	320	6	1.1136445457818314	5.387715517241379	8.358507775456658e-4	0.014055666675207915	472;5424;5728;6794;7157;11200	ATM;POLD1;PTEN;STK11;TP53;CHEK2
GO:0104004	cellular response to environmental stimulus	http://amigo.geneontology.org/amigo/term/GO:0104004	320	6	1.1136445457818314	5.387715517241379	8.358507775456658e-4	0.014055666675207915	472;5424;5728;6794;7157;11200	ATM;POLD1;PTEN;STK11;TP53;CHEK2
GO:0009123	nucleoside monophosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009123	321	6	1.1171246849873995	5.370931356751531	8.494999849425477e-4	0.01424719921555241	4436;6389;6391;6392;54949;201163	FLCN;MSH2;SDHA;SDHAF2;SDHC;SDHD
GO:0090183	regulation of kidney development	http://amigo.geneontology.org/amigo/term/GO:0090183	54	3	0.18792751710068403	15.963601532567049	8.747058910928418e-4	0.014553813586362693	5979;7490;201163	FLCN;RET;WT1
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0007091	54	3	0.18792751710068403	15.963601532567049	8.747058910928418e-4	0.014553813586362693	324;472;5925	APC;ATM;RB1
GO:0002381	immunoglobulin production involved in immunoglobulin mediated immune response	http://amigo.geneontology.org/amigo/term/GO:0002381	54	3	0.18792751710068403	15.963601532567049	8.747058910928418e-4	0.014553813586362693	2956;4292;4436	MLH1;MSH2;MSH6
GO:0070997	neuron death	http://amigo.geneontology.org/amigo/term/GO:0070997	325	6	1.1310452418096724	5.304827586206897	9.058301550850523e-4	0.01472247865627299	472;4149;4436;4763;5925;7248	ATM;MAX;MSH2;NF1;RB1;TSC1
GO:0071285	cellular response to lithium ion	http://amigo.geneontology.org/amigo/term/GO:0071285	13	2	0.0452418096723869	44.206896551724135	9.0585501405549e-4	0.01472247865627299	999;1027	CDH1;CDKN1B
GO:0031274	positive regulation of pseudopodium assembly	http://amigo.geneontology.org/amigo/term/GO:0031274	13	2	0.0452418096723869	44.206896551724135	9.0585501405549e-4	0.01472247865627299	324;3815	APC;KIT
GO:0090239	regulation of histone H4 acetylation	http://amigo.geneontology.org/amigo/term/GO:0090239	13	2	0.0452418096723869	44.206896551724135	9.0585501405549e-4	0.01472247865627299	672;6598	BRCA1;SMARCB1
GO:0072425	signal transduction involved in G2 DNA damage checkpoint	http://amigo.geneontology.org/amigo/term/GO:0072425	13	2	0.0452418096723869	44.206896551724135	9.0585501405549e-4	0.01472247865627299	472;672	ATM;BRCA1
GO:1901722	regulation of cell proliferation involved in kidney development	http://amigo.geneontology.org/amigo/term/GO:1901722	13	2	0.0452418096723869	44.206896551724135	9.0585501405549e-4	0.01472247865627299	7490;201163	FLCN;WT1
GO:0048302	regulation of isotype switching to IgG isotypes	http://amigo.geneontology.org/amigo/term/GO:0048302	13	2	0.0452418096723869	44.206896551724135	9.0585501405549e-4	0.01472247865627299	4292;4436	MLH1;MSH2
GO:0014067	negative regulation of phosphatidylinositol 3-kinase signaling	http://amigo.geneontology.org/amigo/term/GO:0014067	13	2	0.0452418096723869	44.206896551724135	9.0585501405549e-4	0.01472247865627299	5728;7249	PTEN;TSC2
GO:1901836	regulation of transcription of nucleolar large rRNA by RNA polymerase I	http://amigo.geneontology.org/amigo/term/GO:1901836	13	2	0.0452418096723869	44.206896551724135	9.0585501405549e-4	0.01472247865627299	6597;6598	SMARCA4;SMARCB1
GO:0007160	cell-matrix adhesion	http://amigo.geneontology.org/amigo/term/GO:0007160	216	5	0.7517100684027361	6.651500638569604	9.155460796885784e-4	0.014841731564308933	1029;4763;4771;5728;7248	CDKN2A;NF1;NF2;PTEN;TSC1
GO:0051058	negative regulation of small GTPase mediated signal transduction	http://amigo.geneontology.org/amigo/term/GO:0051058	55	3	0.19140765630625226	15.67335423197492	9.228934854593751e-4	0.014922477741812356	4233;4763;201163	FLCN;MET;NF1
GO:0018022	peptidyl-lysine methylation	http://amigo.geneontology.org/amigo/term/GO:0018022	125	4	0.43501740069602784	9.19503448275862	9.357323402691131e-4	0.015091376311347897	672;4089;4221;6598	BRCA1;MEN1;SMAD4;SMARCB1
GO:0046425	regulation of JAK-STAT cascade	http://amigo.geneontology.org/amigo/term/GO:0046425	126	4	0.43849753990159607	9.122058018609742	9.639256797508988e-4	0.015490050546474347	3815;4771;5979;7428	KIT;NF2;RET;VHL
GO:0003170	heart valve development	http://amigo.geneontology.org/amigo/term/GO:0003170	56	3	0.19488779551182048	15.393472906403941	9.727339068195118e-4	0.015490050546474347	657;4089;5925	BMPR1A;RB1;SMAD4
GO:0010965	regulation of mitotic sister chromatid separation	http://amigo.geneontology.org/amigo/term/GO:0010965	56	3	0.19488779551182048	15.393472906403941	9.727339068195118e-4	0.015490050546474347	324;472;5925	APC;ATM;RB1
GO:0044784	metaphase/anaphase transition of cell cycle	http://amigo.geneontology.org/amigo/term/GO:0044784	56	3	0.19488779551182048	15.393472906403941	9.727339068195118e-4	0.015490050546474347	324;472;5925	APC;ATM;RB1
GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	http://amigo.geneontology.org/amigo/term/GO:1902041	56	3	0.19488779551182048	15.393472906403941	9.727339068195118e-4	0.015490050546474347	672;4763;5728	BRCA1;NF1;PTEN
GO:0001101	response to acid chemical	http://amigo.geneontology.org/amigo/term/GO:0001101	332	6	1.15540621624865	5.19297881179892	0.0010113107988736214	0.01602343190376145	472;1019;1027;5156;5727;5979	ATM;CDK4;CDKN1B;PTCH1;RET;PDGFRA
GO:0031589	cell-substrate adhesion	http://amigo.geneontology.org/amigo/term/GO:0031589	332	6	1.15540621624865	5.19297881179892	0.0010113107988736214	0.01602343190376145	1029;4221;4763;4771;5728;7248	CDKN2A;MEN1;NF1;NF2;PTEN;TSC1
GO:1902750	negative regulation of cell cycle G2/M phase transition	http://amigo.geneontology.org/amigo/term/GO:1902750	57	3	0.1983679347173887	15.123411978221416	0.0010242491228145134	0.016187756813203814	472;672;2956	ATM;BRCA1;MSH6
GO:1901796	regulation of signal transduction by p53 class mediator	http://amigo.geneontology.org/amigo/term/GO:1901796	129	4	0.44893795751830073	8.909917134456029	0.0010520931593498428	0.016257906139351533	472;6794;7157;11200	ATM;STK11;TP53;CHEK2
GO:0072216	positive regulation of metanephros development	http://amigo.geneontology.org/amigo/term/GO:0072216	14	2	0.04872194887795512	41.04926108374384	0.0010544693325396093	0.016257906139351533	5979;7490	RET;WT1
GO:0090192	regulation of glomerulus development	http://amigo.geneontology.org/amigo/term/GO:0090192	14	2	0.04872194887795512	41.04926108374384	0.0010544693325396093	0.016257906139351533	5979;7490	RET;WT1
GO:0042308	negative regulation of protein import into nucleus	http://amigo.geneontology.org/amigo/term/GO:0042308	14	2	0.04872194887795512	41.04926108374384	0.0010544693325396093	0.016257906139351533	4763;51684	NF1;SUFU
GO:1904590	negative regulation of protein import	http://amigo.geneontology.org/amigo/term/GO:1904590	14	2	0.04872194887795512	41.04926108374384	0.0010544693325396093	0.016257906139351533	4763;51684	NF1;SUFU
GO:0031272	regulation of pseudopodium assembly	http://amigo.geneontology.org/amigo/term/GO:0031272	14	2	0.04872194887795512	41.04926108374384	0.0010544693325396093	0.016257906139351533	324;3815	APC;KIT
GO:0034349	glial cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0034349	14	2	0.04872194887795512	41.04926108374384	0.0010544693325396093	0.016257906139351533	5925;7157	RB1;TP53
GO:0048291	isotype switching to IgG isotypes	http://amigo.geneontology.org/amigo/term/GO:0048291	14	2	0.04872194887795512	41.04926108374384	0.0010544693325396093	0.016257906139351533	4292;4436	MLH1;MSH2
GO:0042790	nucleolar large rRNA transcription by RNA polymerase I	http://amigo.geneontology.org/amigo/term/GO:0042790	14	2	0.04872194887795512	41.04926108374384	0.0010544693325396093	0.016257906139351533	6597;6598	SMARCA4;SMARCB1
GO:0060831	smoothened signaling pathway involved in dorsal/ventral neural tube patterning	http://amigo.geneontology.org/amigo/term/GO:0060831	14	2	0.04872194887795512	41.04926108374384	0.0010544693325396093	0.016257906139351533	5727;51684	PTCH1;SUFU
GO:0051402	neuron apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0051402	224	5	0.7795511820472819	6.413947044334975	0.0010770059579772173	0.016524573165460663	472;4149;4436;4763;5925	ATM;MAX;MSH2;NF1;RB1
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0090092	224	5	0.7795511820472819	6.413947044334975	0.0010770059579772173	0.016524573165460663	657;4089;4221;6794;201163	BMPR1A;FLCN;MEN1;SMAD4;STK11
GO:0048565	digestive tract development	http://amigo.geneontology.org/amigo/term/GO:0048565	130	4	0.45241809672386896	8.841379310344827	0.0010827009341376481	0.016531506272813582	3815;5156;5925;5979	KIT;RB1;RET;PDGFRA
GO:1904892	regulation of STAT cascade	http://amigo.geneontology.org/amigo/term/GO:1904892	130	4	0.45241809672386896	8.841379310344827	0.0010827009341376481	0.016531506272813582	3815;4771;5979;7428	KIT;NF2;RET;VHL
GO:0046777	protein autophosphorylation	http://amigo.geneontology.org/amigo/term/GO:0046777	225	5	0.7830313212528501	6.3854406130268195	0.0010985832039542842	0.016693170323218594	472;3815;5156;6794;11200	ATM;KIT;STK11;CHEK2;PDGFRA
GO:0009743	response to carbohydrate	http://amigo.geneontology.org/amigo/term/GO:0009743	225	5	0.7830313212528501	6.3854406130268195	0.0010985832039542842	0.016693170323218594	1027;4221;5728;6597;6598	CDKN1B;MEN1;PTEN;SMARCA4;SMARCB1
GO:0042692	muscle cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0042692	338	6	1.1762870514820594	5.10079575596817	0.0011090500312216367	0.016811705521354907	3815;4089;5156;5925;7248;7490	KIT;RB1;SMAD4;TSC1;WT1;PDGFRA
GO:0051306	mitotic sister chromatid separation	http://amigo.geneontology.org/amigo/term/GO:0051306	59	3	0.20532821312852514	14.610753945061367	0.001132390433993491	0.01708338295876305	324;472;5925	APC;ATM;RB1
GO:0072091	regulation of stem cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0072091	59	3	0.20532821312852514	14.610753945061367	0.001132390433993491	0.01708338295876305	4072;4763;4771	EPCAM;NF1;NF2
GO:0003002	regionalization	http://amigo.geneontology.org/amigo/term/GO:0003002	340	6	1.1832473298931958	5.0707910750507095	0.0011431944062272326	0.017205212233100068	657;4089;5727;7490;51684;79728	BMPR1A;PALB2;PTCH1;SMAD4;SUFU;WT1
GO:0006091	generation of precursor metabolites and energy	http://amigo.geneontology.org/amigo/term/GO:0006091	469	7	1.6321852874114964	4.288728769943387	0.0011628527032795377	0.017459402730668486	2271;4436;6389;6390;6391;6392;54949	FH;MSH2;SDHA;SDHAF2;SDHB;SDHC;SDHD
GO:0048871	multicellular organismal homeostasis	http://amigo.geneontology.org/amigo/term/GO:0048871	470	7	1.6356654266170647	4.2796038151137195	0.0011772659826685405	0.0175602029334113	324;2271;4233;4763;5925;6794;201163	APC;FH;FLCN;MET;NF1;RB1;STK11
GO:0071236	cellular response to antibiotic	http://amigo.geneontology.org/amigo/term/GO:0071236	133	4	0.4628585143405736	8.64194970184081	0.0011782758305534102	0.0175602029334113	1027;4233;5728;7157	CDKN1B;MET;PTEN;TP53
GO:0060420	regulation of heart growth	http://amigo.geneontology.org/amigo/term/GO:0060420	60	3	0.20880835233409337	14.367241379310345	0.0011890590949201751	0.0175602029334113	657;5728;7490	BMPR1A;PTEN;WT1
